,c_isTimeseries,c_isCube,publisher,temporal,spatial,programCode,modified,keyword,contactPoint,distribution,description,bureauCode,accessLevel,title,c_isAvailable,c_isAggregate,c_valuesLink,c_groupsLink,c_examplesLink,c_tagsLink,c_variablesLink,c_geographyLink,c_dataset,vintage
POPESTprm2013,,,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2014-03-28,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/prm', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Annual Resident Population Estimates for Puerto Rico Municipios: April 1, 2010 to July 1, 2013 // File: 7/1/2013 Puerto Rico Municipio Population Estimates // Source: U.S. Census Bureau, Population Division // Release Date: March 2014 // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. All geographic boundaries for these population estimates are as of January 1, 2013. For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.",006:07,public,Vintage 2013 Population Estimates: Puerto Rico Municipios Total Population,True,True,https://api.census.gov/data/2013/pep/prm/values.json,https://api.census.gov/data/2013/pep/prm/groups.json,https://api.census.gov/data/2013/pep/prm/examples.json,https://api.census.gov/data/2013/pep/prm/tags.json,https://api.census.gov/data/2013/pep/prm/variables.json,https://api.census.gov/data/2013/pep/prm/geography.json,"('pep', 'prm')",2013.0
POPESTprm2014,,True,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2015-03-12,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/prm', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Annual Resident Population Estimates for Puerto Rico Municipios // Source: U.S. Census Bureau, Population Division // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureaus Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2014) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.",006:07,public,Vintage 2014 Population Estimates: Puerto Rico Municipios Total Population,True,True,https://api.census.gov/data/2014/pep/prm/values.json,https://api.census.gov/data/2014/pep/prm/groups.json,https://api.census.gov/data/2014/pep/prm/examples.json,https://api.census.gov/data/2014/pep/prm/tags.json,https://api.census.gov/data/2014/pep/prm/variables.json,https://api.census.gov/data/2014/pep/prm/geography.json,"('pep', 'prm')",2014.0
POPESTprmagesex2013,,,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2014-10-22,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/prmagesex', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Annual Estimates of the Resident Population by Five-Year Age Groups and Sex for the Municipios of Puerto Rico: April 1, 2010 to July 1, 2013 // File: 7/1/2013 Puerto Rico Municipio Population Estimates // Source: U.S. Census Bureau, Population Division // Release Date: June 2014 // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html",006:07,public,Vintage 2013 Population Estimates: Puerto Rico Municipios Estimates by 5-Year Age Groups and Sex,True,True,https://api.census.gov/data/2013/pep/prmagesex/values.json,https://api.census.gov/data/2013/pep/prmagesex/groups.json,https://api.census.gov/data/2013/pep/prmagesex/examples.json,https://api.census.gov/data/2013/pep/prmagesex/tags.json,https://api.census.gov/data/2013/pep/prmagesex/variables.json,https://api.census.gov/data/2013/pep/prmagesex/geography.json,"('pep', 'prmagesex')",2013.0
POPESTprmagesex2014,,True,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2015-06-09,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/prmagesex', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Annual Estimates of the Resident Population by Five-Year Age Groups and Sex for the Municipios of Puerto Rico // Source: U.S. Census Bureau, Population Division // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html",006:07,public,Vintage 2014 Population Estimates: Puerto Rico Municipios Estimates by 5-Year Age Groups and Sex,True,True,https://api.census.gov/data/2014/pep/prmagesex/values.json,https://api.census.gov/data/2014/pep/prmagesex/groups.json,https://api.census.gov/data/2014/pep/prmagesex/examples.json,https://api.census.gov/data/2014/pep/prmagesex/tags.json,https://api.census.gov/data/2014/pep/prmagesex/variables.json,https://api.census.gov/data/2014/pep/prmagesex/geography.json,"('pep', 'prmagesex')",2014.0
POPESTstchar52013,,,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2014-10-22,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/stchar5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Annual State Resident Population Estimates for 5 Race Groups (5 Race Alone or in Combination Groups) by Age, Sex, and Hispanic Origin: April 1, 2010 to July 1, 2013// File: 7/1/2013 State Characteristics Population Estimates // Source: U.S. Census Bureau, Population Division // Release Date: June 2014 // Note: 'In combination' means in combination with one or more other races. The sum of the five race groups adds to more than the total population because individuals may report more than one race. The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. Responses of 'Some Other Race' from the 2010 Census are modified. This results in differences between the population for specific race categories shown for the 2010 Census population in this file versus those in the original 2010 Census data. For more information, see http://www.census.gov/popest/data/historical/files/MRSF-01-US1.pdf. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.",006:07,public,"Vintage 2013 Population Estimates: State Population Estimates by Single Year of Age, Sex, 5 Races, and Hispanic Origin",True,True,https://api.census.gov/data/2013/pep/stchar5/values.json,https://api.census.gov/data/2013/pep/stchar5/groups.json,https://api.census.gov/data/2013/pep/stchar5/examples.json,https://api.census.gov/data/2013/pep/stchar5/tags.json,https://api.census.gov/data/2013/pep/stchar5/variables.json,https://api.census.gov/data/2013/pep/stchar5/geography.json,"('pep', 'stchar5')",2013.0
POPESTstchar52014,,True,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2015-06-09,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/stchar5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Annual State Resident Population Estimates for 5 Race Groups (5 Race Alone or in Combination Groups) by Age, Sex, and Hispanic Origin // Source: U.S. Census Bureau, Population Division // Note: 'In combination' means in combination with one or more other races. The sum of the five race groups adds to more than the total population because individuals may report more than one race. The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. Responses of 'Some Other Race' from the 2010 Census are modified. This results in differences between the population for specific race categories shown for the 2010 Census population in this file versus those in the original 2010 Census data. For more information, see http://www.census.gov/popest/data/historical/files/MRSF-01-US1.pdf. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.",006:07,public,"Vintage 2014 Population Estimates: State Population Estimates by Single Year of Age, Sex, 5 Races, and Hispanic Origin",True,True,https://api.census.gov/data/2014/pep/stchar5/values.json,https://api.census.gov/data/2014/pep/stchar5/groups.json,https://api.census.gov/data/2014/pep/stchar5/examples.json,https://api.census.gov/data/2014/pep/stchar5/tags.json,https://api.census.gov/data/2014/pep/stchar5/variables.json,https://api.census.gov/data/2014/pep/stchar5/geography.json,"('pep', 'stchar5')",2014.0
POPESTstchar62013,,,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2014-10-22,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/stchar6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Annual State Resident Population Estimates for 6 Race Groups (5 Race Alone Groups and Two or More Races) by Age, Sex, and Hispanic Origin: April 1, 2010 to July 1, 2013 // File: 7/1/2013 State Characteristics Population Estimates // Source: U.S. Census Bureau, Population Division // Release Date: June 2014 // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. Responses of 'Some Other Race' from the 2010 Census are modified. This results in differences between the population for specific race categories shown for the 2010 Census population in this file versus those in the original 2010 Census data. For more information, see http://www.census.gov/popest/data/historical/files/MRSF-01-US1.pdf. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.",006:07,public,"Vintage 2013 Population Estimates: State Population Estimates by Single Year of Age, Sex, 6 Races, and Hispanic Origin",True,True,https://api.census.gov/data/2013/pep/stchar6/values.json,https://api.census.gov/data/2013/pep/stchar6/groups.json,https://api.census.gov/data/2013/pep/stchar6/examples.json,https://api.census.gov/data/2013/pep/stchar6/tags.json,https://api.census.gov/data/2013/pep/stchar6/variables.json,https://api.census.gov/data/2013/pep/stchar6/geography.json,"('pep', 'stchar6')",2013.0
POPESTstchar62014,,True,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2015-06-09,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/stchar6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Annual State Resident Population Estimates for 6 Race Groups (5 Race Alone Groups and Two or More Races) by Age, Sex, and Hispanic Origin // Source: U.S. Census Bureau, Population Division // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. Responses of 'Some Other Race' from the 2010 Census are modified. This results in differences between the population for specific race categories shown for the 2010 Census population in this file versus those in the original 2010 Census data. For more information, see http://www.census.gov/popest/data/historical/files/MRSF-01-US1.pdf. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.",006:07,public,"Vintage 2014 Population Estimates: State Population Estimates by Single Year of Age, Sex, 6 Races, and Hispanic Origin",True,True,https://api.census.gov/data/2014/pep/stchar6/values.json,https://api.census.gov/data/2014/pep/stchar6/groups.json,https://api.census.gov/data/2014/pep/stchar6/examples.json,https://api.census.gov/data/2014/pep/stchar6/tags.json,https://api.census.gov/data/2014/pep/stchar6/variables.json,https://api.census.gov/data/2014/pep/stchar6/geography.json,"('pep', 'stchar6')",2014.0
POPESTsubcty2013,,,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2014-08-20,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/pep/subcty', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Subcounty Resident Population Estimates: April 1, 2010 to July 1, 2013 // File: 7/1/2013 Subcounty Population Estimates // Source: U.S. Census Bureau, Population Division // Release Date: May 2014 // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. See Geographic Terms and Definitions at http://www.census.gov/popest/about/geo/terms.html for a list of the states that are included in each region and division. For functional status codes, see http://www.census.gov/geo/reference/codes/place.html. All geographic boundaries for these population estimates are as of January 1, 2013. An (X) in the 2010 Census field indicates a government that was formed or incorporated after the 2010 Census. See additional information on these areas in the Geographic Boundary Change Notes (http://www.census.gov/geo/reference/boundary-changes.html). For population estimates methodology statements, see http://www.census.gov/popest/methodology/index.html. // The estimates base populations for the unincorporated part of Gadsden County, FL and Rockwell City city, IA (located in Calhoun County) include different group quarters population than enumerated in the 2010 Census. After comparison with other Census Bureau data collection efforts, the Census Bureau determined that the 2010 Census enumeration of the group quarters population in these areas was incomplete. Although not eligible for the Count Question Resolution program, the Census Bureau concluded that including the additional group quarters population for these two areas into the population estimates base would provide more accurate estimates for each area. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.",006:07,public,Vintage 2013 Population Estimates: Subcounty Population Places and MCDs,True,True,https://api.census.gov/data/2013/pep/subcty/values.json,https://api.census.gov/data/2013/pep/subcty/groups.json,https://api.census.gov/data/2013/pep/subcty/examples.json,https://api.census.gov/data/2013/pep/subcty/tags.json,https://api.census.gov/data/2013/pep/subcty/variables.json,https://api.census.gov/data/2013/pep/subcty/geography.json,"('pep', 'subcty')",2013.0
POPESTsubcty2014,,True,U.S. Census Bureau,"April 1, 2010 - Current",United States,006:008,2015-05-11,(),"{'fn': 'Population Estimates Branch', 'hasEmail': 'pop.population.estimates@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/subcty', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Subcounty Resident Population Estimates // Source: U.S. Census Bureau, Population Division // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. See Geographic Terms and Definitions at http://www.census.gov/popest/about/geo/terms.html for a list of the states that are included in each region and division. For functional status codes, see http://www.census.gov/geo/reference/codes/place.html. All geographic boundaries for these population estimates are as of current vintage year. An (X) in the 2010 Census field indicates a government that was formed or incorporated after the 2010 Census. See additional information on these areas in the Geographic Boundary Change Notes (http://www.census.gov/geo/reference/boundary-changes.html). For population estimates methodology statements, see http://www.census.gov/popest/methodology/index.html. // The estimates base populations for the unincorporated part of Gadsden County, FL and Rockwell City city, IA (located in Calhoun County) include different group quarters population than enumerated in the 2010 Census. After comparison with other Census Bureau data collection efforts, the Census Bureau determined that the 2010 Census enumeration of the group quarters population in these areas was incomplete. Although not eligible for the Count Question Resolution program, the Census Bureau concluded that including the additional group quarters population for these two areas into the population estimates base would provide more accurate estimates for each area. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2014) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.",006:07,public,Vintage 2014 Population Estimates: Subcounty Population Places and MCDs,True,True,https://api.census.gov/data/2014/pep/subcty/values.json,https://api.census.gov/data/2014/pep/subcty/groups.json,https://api.census.gov/data/2014/pep/subcty/examples.json,https://api.census.gov/data/2014/pep/subcty/tags.json,https://api.census.gov/data/2014/pep/subcty/variables.json,https://api.census.gov/data/2014/pep/subcty/geography.json,"('pep', 'subcty')",2014.0
POPPROJBirths2012,,True,U.S. Census Bureau,"July 1, 2012 - July 1, 2060",United States,006:008,2016-02-16,(),"{'fn': 'null', 'hasEmail': 'null'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/popproj/births', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Projected Births by Sex, Race, and Hispanic Origin for the United States: 2012 to 2060   File: 2012 National Population Projections  Source: U.S. Census Bureau, Population Division Release Date: December 2012  NOTE:  Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race.   The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, we recommend that you use the population estimates as the measure of the current population.   For detailed information about the methods used to create the population projections, see  http://www.census.gov/population/projections/methodology/.  ***  The U.S. Census Bureau periodically produces projections of the United States resident population by age, sex, race, and Hispanic origin. Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. In some cases, several series of projections are produced based on alternative assumptions for future fertility, life expectancy, net international migration, and (for state-level projections) state-to-state or domestic migration.  Additional information is available on the Population Projections website: http://www.census.gov/population/projections/.",006:07,public,2012 National Population Projections: Projected Births,True,True,https://api.census.gov/data/2012/popproj/births/values.json,https://api.census.gov/data/2012/popproj/births/groups.json,https://api.census.gov/data/2012/popproj/births/examples.json,https://api.census.gov/data/2012/popproj/births/tags.json,https://api.census.gov/data/2012/popproj/births/variables.json,https://api.census.gov/data/2012/popproj/births/geography.json,"('popproj', 'births')",2012.0
POPPROJDeaths2012,,True,U.S. Census Bureau,"July 1, 2012 - July 1, 2060",United States,006:008,2016-02-16,(),"{'fn': 'null', 'hasEmail': 'null'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/popproj/deaths', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Projected Deaths by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2012 to 2060  File: 2012 National Population Projections  Source: U.S. Census Bureau, Population Division Release Date: December 2012  NOTE:  Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race.   The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, we recommend that you use the population estimates as the measure of the current population.   For detailed information about the methods used to create the population projections, see  http://www.census.gov/population/projections/methodology/.  ***  The U.S. Census Bureau periodically produces projections of the United States resident population by age, sex, race, and Hispanic origin. Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. In some cases, several series of projections are produced based on alternative assumptions for future fertility, life expectancy, net international migration, and (for state-level projections) state-to-state or domestic migration.  Additional information is available on the Population Projections website: http://www.census.gov/population/projections/.",006:07,public,2012 National Population Projections: Projected Deaths,True,True,https://api.census.gov/data/2012/popproj/deaths/values.json,https://api.census.gov/data/2012/popproj/deaths/groups.json,https://api.census.gov/data/2012/popproj/deaths/examples.json,https://api.census.gov/data/2012/popproj/deaths/tags.json,https://api.census.gov/data/2012/popproj/deaths/variables.json,https://api.census.gov/data/2012/popproj/deaths/geography.json,"('popproj', 'deaths')",2012.0
POPPROJNIM2012,,True,U.S. Census Bureau,"July 1, 2012 - July 1, 2060",United States,006:008,2016-02-16,(),"{'fn': 'null', 'hasEmail': 'null'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/popproj/nim', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Projected Net International Migration by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2012 to 2060  File: 2012 National Population Projections  Source: U.S. Census Bureau, Population Division Release Date: December 2012  NOTE:  Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race.   The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, we recommend that you use the population estimates as the measure of the current population.   For detailed information about the methods used to create the population projections, see  http://www.census.gov/population/projections/methodology/.  ***  The U.S. Census Bureau periodically produces projections of the United States resident population by age, sex, race, and Hispanic origin. Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. In some cases, several series of projections are produced based on alternative assumptions for future fertility, life expectancy, net international migration, and (for state-level projections) state-to-state or domestic migration.  Additional information is available on the Population Projections website: http://www.census.gov/population/projections/.",006:07,public,2012 National Population Projections: Projected Net International Migration by Single Year of age,True,True,https://api.census.gov/data/2012/popproj/nim/values.json,https://api.census.gov/data/2012/popproj/nim/groups.json,https://api.census.gov/data/2012/popproj/nim/examples.json,https://api.census.gov/data/2012/popproj/nim/tags.json,https://api.census.gov/data/2012/popproj/nim/variables.json,https://api.census.gov/data/2012/popproj/nim/geography.json,"('popproj', 'nim')",2012.0
POPPROJPop2012,,True,U.S. Census Bureau,"July 1, 2012 - July 1, 2060",United States,006:008,2016-02-16,(),"{'fn': 'null', 'hasEmail': 'null'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/popproj/pop', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2012 to 2060  File: 2012 National Population Projections  Source: U.S. Census Bureau, Population Division Release Date: December 2012  NOTE:  Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race.   The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, we recommend that you use the population estimates as the measure of the current population.   For detailed information about the methods used to create the population projections, see  http://www.census.gov/population/projections/methodology/.  ***  The U.S. Census Bureau periodically produces projections of the United States resident population by age, sex, race, and Hispanic origin. Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. In some cases, several series of projections are produced based on alternative assumptions for future fertility, life expectancy, net international migration, and (for state-level projections) state-to-state or domestic migration.  Additional information is available on the Population Projections website: http://www.census.gov/population/projections/.",006:07,public,2012 National Population Projections: Projected Population by Single Year of Age,True,True,https://api.census.gov/data/2012/popproj/pop/values.json,https://api.census.gov/data/2012/popproj/pop/groups.json,https://api.census.gov/data/2012/popproj/pop/examples.json,https://api.census.gov/data/2012/popproj/pop/tags.json,https://api.census.gov/data/2012/popproj/pop/variables.json,https://api.census.gov/data/2012/popproj/pop/geography.json,"('popproj', 'pop')",2012.0
